object-id,district,timeperiod,risk-score,topsis-score,flood-hazard,exposure,vulnerability,government-response,max-temp,mean-rain,mean-ndvi,sum-population,total-hhd,forest-cover-pct,mean-sex-ratio,sum-aged-population,poverty-rate,fire-stations-count,emergency-budget,response-personnel
03-06,EMBOSCADA,2025_08,1,0.5577,4,1,5,4,30.7,2.54,0.513,249307,7846,80.1,983.3,4897,36.6,3,1860.8,97
03-06,EMBOSCADA,2025_09,1,0.342,3,3,4,5,29.2,5.82,0.417,110949,58499,26.8,1036.7,13938,37.1,3,715.0,152
03-06,EMBOSCADA,2025_10,5,0.1732,2,3,4,5,41.8,0.53,0.726,200210,49753,9.6,989.1,9006,24.6,4,2321.4,147
03-06,EMBOSCADA,2025_11,2,0.2694,4,3,5,4,28.6,6.61,0.651,81669,65262,50.1,995.6,929,39.6,1,1328.1,165
03-06,EMBOSCADA,2025_12,4,0.2056,3,4,2,4,40.7,5.16,0.167,202466,36835,44.4,1056.5,19674,37.8,4,2412.8,113
03-06,EMBOSCADA,2026_01,3,0.6338,4,1,3,5,38.3,0.14,0.306,154477,8169,14.6,995.3,22767,13.4,1,283.4,94
03-06,EMBOSCADA,2026_02,4,0.6408,3,1,3,3,35.4,7.49,0.458,202918,24518,67.8,1011.9,5526,29.7,6,1594.7,218
03-06,EMBOSCADA,2026_03,3,0.3307,3,1,5,5,32.9,1.15,0.232,75771,49391,69.0,989.4,5392,12.1,1,2526.8,214
03-07,EUSEBIO AYALA,2025_04,2,0.7758,5,5,5,5,38.0,5.62,0.632,111404,60857,80.8,954.0,4350,44.9,3,1754.1,178
03-07,EUSEBIO AYALA,2025_05,3,0.2182,4,5,5,3,30.4,2.44,0.597,33089,29644,13.1,1023.3,22595,17.1,1,1065.0,22
03-07,EUSEBIO AYALA,2025_06,4,0.6872,1,1,1,4,38.6,0.34,0.215,209894,67802,53.0,996.3,8340,9.7,2,3344.6,195
03-07,EUSEBIO AYALA,2025_07,1,0.765,5,2,5,2,30.6,2.81,0.204,223737,36856,83.6,981.7,5311,42.2,6,3648.2,63
03-07,EUSEBIO AYALA,2025_08,5,0.5847,1,5,1,5,31.0,1.53,0.319,238364,1067,85.7,951.8,7062,44.8,6,3544.6,95
03-07,EUSEBIO AYALA,2025_09,5,0.2574,1,2,3,4,33.9,4.11,0.395,201598,41693,12.6,953.2,4503,27.8,2,3529.6,144
03-07,EUSEBIO AYALA,2025_10,1,0.1699,4,1,4,3,34.4,5.89,0.562,222486,58690,21.4,988.9,14073,15.6,0,4475.9,207
03-07,EUSEBIO AYALA,2025_11,4,0.8982,3,2,1,4,37.4,3.17,0.464,179345,11641,12.3,987.4,22824,31.6,0,3712.3,45
03-07,EUSEBIO AYALA,2025_12,1,0.4092,2,3,2,5,39.8,3.23,0.29,113333,65919,26.0,1025.6,19118,31.7,6,3951.7,166
03-07,EUSEBIO AYALA,2026_01,4,0.4027,5,4,4,5,31.9,6.14,0.215,67716,64638,44.8,1015.4,4460,9.2,5,283.2,19
03-07,EUSEBIO AYALA,2026_02,4,0.6764,2,4,5,3,30.1,4.98,0.208,22058,68650,68.0,1035.1,6666,19.7,3,2461.4,68
03-07,EUSEBIO AYALA,2026_03,5,0.3921,5,5,1,1,41.9,7.04,0.221,119995,41729,75.3,993.1,1229,9.3,4,3303.9,201
03-08,ISLA PUCÚ,2025_04,3,0.852,2,4,4,2,32.4,3.11,0.608,151121,64797,58.8,1022.2,18800,26.8,4,4274.7,131
03-08,ISLA PUCÚ,2025_05,1,0.4327,4,5,4,5,37.5,6.13,0.321,18101,4189,52.8,955.4,12056,22.0,5,2928.2,197
03-08,ISLA PUCÚ,2025_06,3,0.4235,4,3,3,4,32.9,5.29,0.299,171891,41407,53.0,1049.2,2196,42.8,0,1701.2,7
03-08,ISLA PUCÚ,2025_07,5,0.3772,4,4,5,5,40.6,2.13,0.568,156137,3414,86.8,985.3,12839,20.9,0,4045.5,27
03-08,ISLA PUCÚ,2025_08,2,0.3856,5,3,2,5,32.2,7.76,0.271,168577,10372,74.3,1004.3,9466,18.6,2,4981.2,104
03-08,ISLA PUCÚ,2025_09,2,0.6309,1,5,1,5,32.7,0.54,0.631,126588,56481,20.0,1035.5,21399,40.9,4,4024.6,112
03-08,ISLA PUCÚ,2025_10,5,0.3664,4,4,3,5,35.2,5.37,0.479,232921,2938,56.0,1001.9,6162,31.1,1,3310.8,212
03-08,ISLA PUCÚ,2025_11,4,0.3277,5,5,4,5,38.2,0.48,0.27,123238,19865,22.7,1029.6,9889,41.8,3,1606.9,214
03-08,ISLA PUCÚ,2025_12,1,0.6388,4,3,3,2,31.6,4.81,0.394,31768,20155,18.5,969.5,10225,26.6,4,4956.6,110
03-08,ISLA PUCÚ,2026_01,1,0.2717,3,2,1,3,39.1,2.22,0.48,170897,6035,84.9,998.3,702,10.2,0,1583.2,78
03-08,ISLA PUCÚ,2026_02,1,0.8655,4,3,1,4,41.2,5.79,0.234,31342,66068,82.2,1002.6,19069,46.0,4,1274.0,25
03-08,ISLA PUCÚ,2026_03,2,0.6098,3,3,5,4,39.3,5.95,0.711,59149,19410,11.2,965.7,9046,25.6,2,4317.2,16
03-09,ITACURUBÍ DE LA CORDILLERA,2025_04,1,0.2286,2,3,5,2,29.5,1.47,0.526,95684,50556,40.5,955.3,1762,22.7,2,3944.8,162
03-09,ITACURUBÍ DE LA CORDILLERA,2025_05,2,0.3775,1,4,4,3,36.9,2.84,0.342,243985,53394,28.5,958.7,24588,18.8,3,1552.9,131
03-09,ITACURUBÍ DE LA CORDILLERA,2025_06,2,0.7648,1,2,2,1,31.9,0.03,0.326,151641,53691,5.6,959.4,11206,14.3,0,4770.7,177
03-09,ITACURUBÍ DE LA CORDILLERA,2025_07,1,0.7156,5,4,4,1,36.7,3.61,0.289,46627,49512,4.9,1008.8,5318,47.0,5,2873.3,101
03-09,ITACURUBÍ DE LA CORDILLERA,2025_08,5,0.2659,2,1,3,1,33.9,2.78,0.388,150983,51391,80.3,953.6,23669,38.7,2,4578.1,135
03-09,ITACURUBÍ DE LA CORDILLERA,2025_09,3,0.3317,3,2,2,4,31.5,7.26,0.193,239364,4072,70.8,1035.4,22247,14.8,4,2857.2,127
03-09,ITACURUBÍ DE LA CORDILLERA,2025_10,4,0.7347,3,1,4,2,31.4,1.49,0.652,33409,61612,29.1,1012.3,15541,31.6,1,4455.1,106
03-09,ITACURUBÍ DE LA CORDILLERA,2025_11,1,0.3867,4,3,2,1,41.3,5.43,0.277,237621,23848,17.4,999.4,1579,44.1,1,411.8,177
03-09,ITACURUBÍ DE LA CORDILLERA,2025_12,1,0.892,4,2,2,2,35.9,2.03,0.709,158618,44078,80.5,1008.0,24097,24.0,2,838.7,188
03-09,ITACURUBÍ DE LA CORDILLERA,2026_01,4,0.128,4,4,4,5,34.3,1.71,0.452,231454,68124,6.9,952.5,6820,9.3,2,877.2,150
03-09,ITACURUBÍ DE LA CORDILLERA,2026_02,2,0.9032,5,2,3,2,30.1,3.72,0.351,72715,38055,70.4,1036.2,13076,34.1,5,951.8,73
03-09,ITACURUBÍ DE LA CORDILLERA,2026_03,5,0.6791,4,5,3,4,28.5,6.75,0.706,188884,22692,38.0,987.5,24415,22.7,5,1568.7,121
03-10,JUAN DE MENA,2025_04,4,0.5534,1,3,5,4,34.6,1.97,0.317,207592,19493,33.2,1025.9,10148,8.8,4,193.4,191
03-10,JUAN DE MENA,2025_05,1,0.6871,2,3,5,4,32.3,7.67,0.368,214926,16497,48.0,968.4,14546,23.5,3,4639.0,67
03-10,JUAN DE MENA,2025_06,3,0.1767,2,3,2,2,40.8,5.05,0.678,202996,53753,69.9,972.9,2674,40.9,3,2366.0,107
03-10,JUAN DE MENA,2025_07,3,0.7098,1,2,3,5,28.9,3.37,0.588,145583,43330,41.0,943.3,1757,33.7,1,3158.2,204
03-10,JUAN DE MENA,2025_08,2,0.1026,2,3,3,5,29.2,1.26,0.46,203223,17551,74.8,1022.3,10516,26.1,6,3681.2,68
03-10,JUAN DE MENA,2025_09,2,0.6843,3,3,2,1,33.8,1.46,0.676,249662,29923,3.8,942.8,18351,33.9,5,1159.0,24
03-10,JUAN DE MENA,2025_10,4,0.2685,2,1,4,5,34.0,2.08,0.203,98448,22798,83.5,954.1,23596,29.0,6,4601.5,118
03-10,JUAN DE MENA,2025_11,4,0.2007,2,2,3,3,38.5,3.06,0.409,56160,28754,87.6,974.0,22240,15.6,1,2054.5,39
03-10,JUAN DE MENA,2025_12,1,0.3467,3,2,5,4,40.7,2.96,0.561,122104,11737,2.9,956.0,10642,47.0,3,3440.5,184
03-10,JUAN DE MENA,2026_01,4,0.7022,5,3,1,1,35.8,0.42,0.709,125452,46939,87.7,1052.7,19652,36.4,6,246.6,66
03-10,JUAN DE MENA,2026_02,5,0.6267,3,4,3,2,41.6,4.48,0.498,70233,22764,45.3,1051.6,15388,13.3,2,3557.1,112
03-10,JUAN DE MENA,2026_03,2,0.3213,3,1,2,4,40.2,6.68,0.599,244807,56872,26.3,1045.2,20134,41.2,2,2594.5,113
03-11,LOMA GRANDE,2025_04,2,0.3682,4,2,5,4,28.7,1.19,0.288,11401,62136,24.4,1024.7,14350,12.6,3,223.1,93
03-11,LOMA GRANDE,2025_05,5,0.5124,4,1,2,1,32.9,1.63,0.32,220878,22558,66.5,1038.7,18506,43.6,4,1077.7,3
03-11,LOMA GRANDE,2025_06,5,0.7518,2,4,1,2,38.8,5.42,0.682,8805,37761,60.6,1021.7,12966,22.9,0,4188.1,41
03-11,LOMA GRANDE,2025_07,1,0.1689,4,4,3,5,37.2,2.64,0.176,165149,59888,29.9,1027.8,24112,44.3,6,2854.4,56
03-11,LOMA GRANDE,2025_08,1,0.7813,3,3,1,1,35.7,4.82,0.206,68889,23832,22.6,1032.5,13121,11.6,6,1056.9,101
03-11,LOMA GRANDE,2025_09,4,0.3422,2,1,3,4,39.2,5.89,0.703,238908,17708,32.9,951.5,12090,28.5,3,2238.3,101
03-11,LOMA GRANDE,2025_10,4,0.3282,5,4,1,4,39.4,4.91,0.41,113677,12682,5.5,981.0,15238,35.1,5,3437.5,41
03-11,LOMA GRANDE,2025_11,4,0.5482,5,1,3,4,34.1,7.26,0.437,40956,17249,60.9,976.0,8197,28.9,2,2851.3,143
03-11,LOMA GRANDE,2025_12,1,0.8797,5,1,5,4,33.8,3.72,0.582,215077,33711,32.6,1010.3,16546,8.7,5,3314.7,47
03-11,LOMA GRANDE,2026_01,2,0.8165,1,1,4,3,32.4,5.79,0.604,119951,35243,31.4,1050.2,6183,16.4,0,3740.2,156
03-11,LOMA GRANDE,2026_02,3,0.8409,1,4,5,1,28.1,0.93,0.253,127074,60814,61.5,1044.3,24437,32.1,3,1527.9,210
03-11,LOMA GRANDE,2026_03,5,0.4066,4,3,1,2,29.9,1.53,0.64,184460,25170,75.9,965.1,21304,13.8,1,2190.2,162
03-12,MBOCAYATY DEL YHAGUY,2025_04,5,0.2623,3,4,2,4,33.9,0.93,0.691,195667,58861,84.9,996.6,14779,31.4,1,1488.3,214
03-12,MBOCAYATY DEL YHAGUY,2025_05,4,0.1433,1,1,4,4,39.9,5.9,0.508,147307,38612,5.2,988.0,16871,31.6,4,4677.7,211
03-12,MBOCAYATY DEL YHAGUY,2025_06,4,0.2971,1,5,1,4,36.1,4.43,0.311,171948,55175,78.5,954.0,20454,45.6,2,2252.7,113
03-12,MBOCAYATY DEL YHAGUY,2025_07,1,0.2371,2,4,3,4,31.2,1.76,0.695,90906,61902,13.3,975.2,23360,23.6,3,4168.7,174
03-12,MBOCAYATY DEL YHAGUY,2025_08,3,0.7766,2,5,2,3,37.7,0.69,0.44,47427,26646,15.4,999.1,13680,45.7,3,1532.2,55
03-12,MBOCAYATY DEL YHAGUY,2025_09,5,0.14,1,3,3,3,37.5,1.4,0.666,133983,4690,71.4,980.5,3784,32.7,0,2818.7,126
03-12,MBOCAYATY DEL YHAGUY,2025_10,3,0.9446,3,1,5,3,40.5,6.83,0.674,160410,14150,62.8,1051.2,14396,40.0,6,3783.7,29
03-12,MBOCAYATY DEL YHAGUY,2025_11,5,0.6182,1,5,1,5,29.5,5.04,0.673,240809,47900,15.5,975.1,14517,38.5,3,3668.1,27
03-12,MBOCAYATY DEL YHAGUY,2025_12,2,0.65,3,2,1,2,34.1,3.33,0.611,66308,62584,31.4,1000.6,2842,18.6,5,3779.1,94
03-12,MBOCAYATY DEL YHAGUY,2026_01,2,0.2289,5,4,2,2,39.2,3.31,0.396,122259,68153,70.3,983.4,1025,25.7,6,69.5,208
03-12,MBOCAYATY DEL YHAGUY,2026_02,5,0.9021,1,3,3,4,41.7,1.31,0.187,201017,5361,58.8,1017.0,18877,10.3,5,4900.6,206
03-12,MBOCAYATY DEL YHAGUY,2026_03,5,0.9268,4,4,5,3,38.1,2.51,0.356,218794,37171,79.4,1013.2,4862,36.0,3,3226.5,141
03-13,NUEVA COLOMBIA,2025_04,5,0.7701,4,3,4,2,40.3,0.67,0.472,104234,17015,46.8,1004.9,7053,11.7,4,1575.0,89
03-13,NUEVA COLOMBIA,2025_05,2,0.1199,5,5,3,2,39.7,2.43,0.404,134454,14975,65.0,1041.0,8561,33.1,2,636.6,195
03-13,NUEVA COLOMBIA,2025_06,1,0.4814,5,1,4,3,41.8,6.44,0.743,150267,31149,32.1,974.1,23474,30.9,1,3577.5,135
03-13,NUEVA COLOMBIA,2025_07,2,0.1894,5,5,2,3,34.4,1.17,0.405,110017,11240,9.9,991.0,4311,27.1,3,408.8,175
03-13,NUEVA COLOMBIA,2025_08,5,0.4423,5,5,4,3,36.2,5.09,0.748,182621,64665,64.9,990.0,5386,13.8,1,2434.1,119
03-13,NUEVA COLOMBIA,2025_09,2,0.9228,5,5,1,2,34.4,0.26,0.244,148545,48909,81.3,954.3,13439,12.4,2,2867.4,12
03-13,NUEVA COLOMBIA,2025_10,5,0.2303,3,3,3,3,32.1,0.22,0.236,207466,55780,6.2,1047.3,9339,16.6,6,3703.5,2
03-13,NUEVA COLOMBIA,2025_11,1,0.5654,1,1,4,4,36.0,4.53,0.69,206826,49954,42.9,1026.4,19897,13.3,1,2533.7,119
03-13,NUEVA COLOMBIA,2025_12,4,0.6671,2,3,1,5,37.3,3.28,0.29,105650,44933,48.5,1055.0,14569,37.4,5,460.9,44
03-13,NUEVA COLOMBIA,2026_01,1,0.5862,3,5,1,5,29.2,7.64,0.475,200604,7430,84.3,1002.6,24644,27.0,0,619.0,138
03-13,NUEVA COLOMBIA,2026_02,2,0.918,3,2,2,5,34.2,6.46,0.514,107328,6396,44.3,1052.1,11189,25.5,3,139.8,137
03-13,NUEVA COLOMBIA,2026_03,3,0.4247,1,1,1,5,30.4,1.15,0.303,25495,20714,28.4,988.9,5594,10.4,2,923.7,184
03-14,PIRIBEBUY,2025_04,1,0.3533,1,3,2,4,40.5,2.06,0.715,237798,16355,6.5,968.8,19612,31.4,3,2552.9,131
03-14,PIRIBEBUY,2025_05,4,0.907,3,1,3,4,35.7,0.52,0.167,168079,31136,80.6,942.2,18205,46.5,5,525.5,197
03-14,PIRIBEBUY,2025_06,5,0.6538,2,3,5,4,34.2,6.77,0.45,207227,19160,34.1,1058.2,8083,29.5,3,4807.5,144
03-14,PIRIBEBUY,2025_07,4,0.1355,4,5,3,2,28.0,7.47,0.439,158727,33384,74.2,985.6,11565,41.7,1,2934.1,132
03-14,PIRIBEBUY,2025_08,3,0.1387,5,5,1,3,29.3,5.59,0.648,192073,37129,77.5,965.3,16591,46.3,2,4422.0,89
03-14,PIRIBEBUY,2025_09,3,0.9327,4,3,2,3,32.8,3.68,0.51,6161,18027,57.6,940.2,15664,8.2,0,3370.1,107
03-14,PIRIBEBUY,2025_10,5,0.861,4,4,5,1,39.0,5.19,0.197,10112,58850,59.8,982.4,12383,41.1,2,1946.0,216
03-14,PIRIBEBUY,2025_11,1,0.206,3,2,4,1,31.1,0.16,0.319,243539,47400,18.5,1038.0,20537,20.1,5,1121.3,128
03-14,PIRIBEBUY,2025_12,3,0.1313,4,5,2,1,30.7,6.57,0.388,230043,36852,50.9,999.3,18130,15.8,5,2837.2,176
03-14,PIRIBEBUY,2026_01,5,0.5804,1,5,2,1,29.8,7.47,0.663,232949,69061,64.7,972.9,22266,8.9,5,3395.1,159
03-14,PIRIBEBUY,2026_02,3,0.6786,4,1,4,1,40.0,2.58,0.657,108660,36418,12.5,1002.2,16288,22.5,6,236.5,186
03-14,PIRIBEBUY,2026_03,2,0.1399,4,5,4,3,28.1,1.56,0.199,151899,3825,87.2,967.1,22645,25.0,0,4586.6,52
03-15,PRIMERO DE MARZO,2025_04,2,0.3798,1,1,1,4,34.0,0.19,0.628,247120,44317,74.3,969.7,15568,17.5,2,4165.9,212
03-15,PRIMERO DE MARZO,2025_05,3,0.5417,2,1,5,5,34.1,0.77,0.418,34722,11711,85.8,1050.0,12416,20.5,6,3473.0,202
03-15,PRIMERO DE MARZO,2025_06,2,0.1527,4,1,3,5,36.8,0.53,0.557,148606,7342,27.4,985.8,3190,32.7,3,1180.9,155
03-15,PRIMERO DE MARZO,2025_07,5,0.109,4,4,4,5,36.7,2.72,0.713,207240,3904,41.1,979.4,6357,12.3,0,2984.0,19
03-15,PRIMERO DE MARZO,2025_08,5,0.771,2,5,2,5,31.6,3.37,0.585,118555,24869,22.9,1035.6,2032,13.1,4,2190.5,168
03-15,PRIMERO DE MARZO,2025_09,3,0.3645,5,2,2,4,32.3,2.74,0.371,4118,68353,52.4,1021.4,1928,17.5,6,4179.2,15
03-15,PRIMERO DE MARZO,2025_10,4,0.3922,2,2,1,3,30.7,3.81,0.565,124526,43903,75.3,1007.9,11048,32.6,3,1656.5,28
03-15,PRIMERO DE MARZO,2025_11,4,0.8447,1,4,2,1,36.9,5.55,0.43,57872,31828,43.3,1032.2,10913,40.3,3,1042.5,49
03-15,PRIMERO DE MARZO,2025_12,1,0.4084,1,3,1,5,29.6,2.32,0.267,155534,47674,5.8,943.6,6532,19.4,1,4429.2,186
03-15,PRIMERO DE MARZO,2026_01,2,0.3888,5,2,2,2,28.3,6.74,0.696,7503,18488,34.6,1034.5,3686,21.5,1,1539.3,63
03-15,PRIMERO DE MARZO,2026_02,3,0.7881,2,5,5,4,40.3,0.52,0.237,244261,17643,70.4,963.0,12442,35.8,2,3005.8,164
03-15,PRIMERO DE MARZO,2026_03,2,0.8829,5,5,2,5,32.1,1.19,0.298,167008,37209,77.1,1042.2,19189,43.4,1,3641.9,202
03-16,SAN BERNARDINO,2025_04,4,0.7723,5,1,2,5,33.4,7.06,0.601,100111,65850,46.6,961.5,23396,23.0,5,2426.8,128
03-16,SAN BERNARDINO,2025_05,4,0.3281,4,5,1,2,31.1,1.62,0.668,105782,29151,28.3,1046.6,18772,14.3,6,1883.1,142
03-16,SAN BERNARDINO,2025_06,1,0.2142,1,3,4,5,32.9,4.67,0.429,164824,44589,38.6,996.1,13450,22.7,3,1598.8,99
03-16,SAN BERNARDINO,2025_07,1,0.2526,2,3,1,3,40.6,2.36,0.451,145301,10744,69.6,1051.2,3274,12.7,2,210.6,53
03-16,SAN BERNARDINO,2025_08,3,0.2671,3,3,3,3,30.7,4.83,0.233,226132,34727,2.7,975.9,11408,39.3,3,4730.2,212
03-16,SAN BERNARDINO,2025_09,5,0.7441,1,4,5,2,40.1,1.82,0.584,57017,62685,22.1,1010.4,18158,38.3,5,4075.7,89
03-16,SAN BERNARDINO,2025_10,1,0.3661,2,4,4,2,34.1,6.82,0.168,38424,17322,28.3,1028.5,16427,40.4,6,1786.2,59
03-16,SAN BERNARDINO,2025_11,4,0.4619,4,5,3,3,36.2,4.54,0.169,38473,20644,86.0,1059.3,18668,33.2,4,4570.5,148
03-16,SAN BERNARDINO,2025_12,4,0.9331,2,4,1,5,33.4,3.8,0.347,120367,40430,10.0,952.5,18167,15.1,6,3451.3,127
03-16,SAN BERNARDINO,2026_01,1,0.2587,1,4,3,2,31.3,5.28,0.192,17061,48819,46.6,960.6,13513,23.6,0,663.1,109
03-16,SAN BERNARDINO,2026_02,4,0.7317,4,2,2,2,32.3,6.54,0.549,43623,41173,52.5,1000.3,22490,26.4,1,57.1,38
03-16,SAN BERNARDINO,2026_03,4,0.1544,4,5,2,5,32.6,4.55,0.445,123292,5622,65.4,974.5,15002,21.9,6,3564.0,78
03-17,SANTA ELENA,2025_04,4,0.6211,2,4,2,2,40.6,5.87,0.425,240769,24544,62.1,951.5,22943,45.8,1,4430.0,42
03-17,SANTA ELENA,2025_05,3,0.8502,5,3,1,2,40.7,3.29,0.607,33779,48830,8.6,952.6,10732,24.4,1,1278.8,131
03-17,SANTA ELENA,2025_06,1,0.4928,1,4,4,3,38.4,6.85,0.388,4814,33347,11.9,1050.1,10768,34.8,3,2434.1,19
03-17,SANTA ELENA,2025_07,1,0.5662,2,4,2,4,39.5,6.73,0.252,6735,13674,17.2,954.9,24345,23.6,0,3363.5,4
03-17,SANTA ELENA,2025_08,3,0.2305,3,2,2,1,40.5,4.26,0.415,14518,69034,57.1,1026.0,3418,23.6,2,2231.1,155
03-17,SANTA ELENA,2025_09,1,0.1414,4,2,2,3,40.7,1.6,0.16,9325,2408,31.0,963.1,21970,10.5,0,3988.7,214
03-17,SANTA ELENA,2025_10,2,0.7154,1,4,5,1,39.4,2.58,0.526,165754,27647,82.4,987.4,14070,12.8,1,547.3,84
03-17,SANTA ELENA,2025_11,2,0.1127,3,1,4,2,34.4,0.53,0.639,172379,48862,5.8,1046.3,13520,20.1,4,2507.9,28
03-17,SANTA ELENA,2025_12,5,0.7726,5,2,3,1,36.4,7.85,0.568,179707,17923,30.6,1016.2,22582,20.7,6,3338.5,19
03-17,SANTA ELENA,2026_01,3,0.115,5,4,4,5,37.0,1.86,0.502,5484,30988,3.8,1031.1,4115,20.4,5,2153.9,64
03-17,SANTA ELENA,2026_02,5,0.1675,2,3,4,3,30.8,3.01,0.535,64407,58660,65.6,979.4,9163,20.7,6,3807.3,135
03-17,SANTA ELENA,2026_03,4,0.6508,3,1,2,3,32.8,1.65,0.182,242563,33050,70.9,1023.6,7339,32.3,3,2616.9,48
03-18,TOBATÍ,2025_04,4,0.6353,1,4,1,2,28.7,7.94,0.713,34915,12527,16.9,1005.9,6746,17.5,0,2142.7,121
03-18,TOBATÍ,2025_05,3,0.2395,2,2,4,2,36.5,2.42,0.496,168619,26898,25.4,1033.8,2671,46.0,2,2003.3,44
03-18,TOBATÍ,2025_06,4,0.4752,5,5,4,2,39.5,6.35,0.162,101986,56519,75.4,1031.1,9887,31.8,1,2773.2,46
03-18,TOBATÍ,2025_07,3,0.4234,3,4,3,4,35.9,3.85,0.35,189397,62006,18.8,1049.9,186,8.5,4,3657.2,97
03-18,TOBATÍ,2025_08,4,0.4439,4,4,3,4,34.9,5.13,0.503,109161,5589,87.4,954.9,18583,14.5,6,2192.8,67
03-18,TOBATÍ,2025_09,3,0.5332,4,3,1,4,41.0,5.89,0.295,11045,47871,56.3,1021.2,22904,34.6,1,1321.4,118
03-18,TOBATÍ,2025_10,2,0.3161,5,5,2,1,29.6,0.74,0.577,102754,52622,62.7,1056.9,2682,28.7,1,4382.5,44
03-18,TOBATÍ,2025_11,4,0.3149,3,5,5,4,36.2,5.87,0.601,244305,12148,11.4,1008.7,11335,40.6,2,3748.7,193
03-18,TOBATÍ,2025_12,4,0.6942,1,2,4,1,29.4,6.19,0.401,111272,38293,65.0,960.5,12326,15.5,1,1006.1,48
03-18,TOBATÍ,2026_01,5,0.9062,4,5,2,2,30.8,6.0,0.636,52301,34493,86.5,1044.6,14491,33.1,4,563.8,164
03-18,TOBATÍ,2026_02,2,0.1678,1,4,1,3,28.9,0.24,0.291,129190,13713,2.8,971.9,286,34.6,6,4938.3,26
03-18,TOBATÍ,2026_03,2,0.544,1,4,5,5,41.8,6.09,0.709,126054,44675,54.0,980.4,22393,43.6,2,4087.9,94
03-19,VALENZUELA,2025_04,3,0.1986,5,2,3,1,32.6,0.17,0.361,71687,17747,82.1,996.9,22505,14.2,2,3896.6,140
03-19,VALENZUELA,2025_05,4,0.1976,3,1,1,1,40.7,3.48,0.669,125439,13111,24.0,1030.2,20246,15.7,0,198.1,28
03-19,VALENZUELA,2025_06,4,0.919,1,3,4,2,41.3,2.78,0.223,185177,5222,44.7,999.9,2487,15.5,0,2204.8,84
03-19,VALENZUELA,2025_07,1,0.5639,3,3,2,3,41.0,4.39,0.412,209400,5019,65.6,991.4,19480,13.1,6,4727.4,210
03-19,VALENZUELA,2025_08,2,0.4464,1,1,5,5,36.1,6.26,0.65,156869,13395,83.2,1024.6,8860,38.9,0,4060.5,158
03-19,VALENZUELA,2025_09,5,0.1971,5,4,1,5,29.9,5.61,0.625,50426,68178,46.8,1042.9,10073,37.3,2,3555.7,67
03-19,VALENZUELA,2025_10,5,0.2275,3,3,2,3,37.9,6.57,0.239,113771,34657,57.5,997.5,17500,45.5,3,3134.3,220
03-19,VALENZUELA,2025_11,4,0.8139,3,5,1,1,28.5,0.56,0.61,150249,18282,62.1,996.2,8933,15.6,5,2141.8,122
03-19,VALENZUELA,2025_12,4,0.6249,2,4,4,4,35.1,0.09,0.152,183184,18162,23.6,946.5,20027,39.7,5,1805.4,185
03-19,VALENZUELA,2026_01,2,0.2623,1,3,4,5,30.5,4.5,0.553,209474,57158,35.1,1039.4,12743,33.7,0,430.1,213
03-19,VALENZUELA,2026_02,2,0.6012,3,1,2,4,37.0,6.99,0.185,180776,55350,83.8,990.8,3666,47.1,6,4822.0,143
03-19,VALENZUELA,2026_03,3,0.1014,2,5,1,5,30.5,5.24,0.718,127183,51759,79.2,966.0,13550,8.8,4,2098.8,207
03-20,SAN JOSÉ OBRERO,2025_04,4,0.4217,1,3,3,1,28.0,6.96,0.391,221000,18701,4.2,954.7,17437,19.2,5,3762.2,65
03-20,SAN JOSÉ OBRERO,2025_05,3,0.4841,4,5,4,2,28.0,5.1,0.715,86458,2679,56.5,1044.8,24161,21.0,3,1183.1,126
03-20,SAN JOSÉ OBRERO,2025_06,4,0.7283,1,3,4,4,41.8,6.86,0.693,194486,50944,27.3,963.4,4741,42.8,4,3928.6,185
03-20,SAN JOSÉ OBRERO,2025_07,5,0.127,4,1,3,5,41.8,3.73,0.688,32324,63698,59.0,968.9,6985,14.8,5,3505.5,29
03-20,SAN JOSÉ OBRERO,2025_08,4,0.9444,1,2,3,4,38.7,1.76,0.305,126859,16634,59.2,1050.7,20810,37.0,0,3981.8,87
03-20,SAN JOSÉ OBRERO,2025_09,2,0.892,5,1,3,4,40.7,5.94,0.585,173421,57773,71.5,966.8,3840,19.6,0,463.9,191
03-20,SAN JOSÉ OBRERO,2025_10,5,0.8966,1,5,3,2,39.9,7.63,0.496,2440,41237,7.3,1004.3,12768,47.2,2,3861.0,206
03-20,SAN JOSÉ OBRERO,2025_11,2,0.5418,5,5,2,1,33.5,4.31,0.426,39932,39405,74.0,1000.0,14985,13.9,2,746.4,172
03-20,SAN JOSÉ OBRERO,2025_12,1,0.609,3,5,1,3,42.0,5.65,0.437,219235,28772,44.6,1024.5,12393,10.4,6,1679.1,213
03-20,SAN JOSÉ OBRERO,2026_01,2,0.8209,2,1,2,4,38.2,2.39,0.639,241173,21365,87.2,1005.8,11106,24.9,3,4951.8,195
03-20,SAN JOSÉ OBRERO,2026_02,4,0.4324,5,3,3,2,37.8,4.38,0.208,86782,7594,75.1,1025.2,15042,34.2,4,705.1,180
03-20,SAN JOSÉ OBRERO,2026_03,4,0.3474,2,2,2,2,38.3,0.07,0.586,152911,13862,60.3,1058.6,4886,23.1,3,3403.6,45
04,GUAIRÁ,2025_04,3,0.489,3,3,3,3,42.0,3.79,0.54,2372520,660987,30.2,1001.6,194225,25.3,63,42213.3,2042
